stage,fate,area1,area2,class,action,location
juvenile,juvenile,3.16,7.03,porites astreoides,grow,m
juvenile,juvenile,3.87,4.63,porites astreoides,grow,m
intermediate,intermediate,84.81,91.76,porites astreoides,grow,m
juvenile,juvenile,40.12,46.19,porites astreoides,grow,m
juvenile,juvenile,21.01,26.29,porites astreoides,grow,m
juvenile,juvenile,6.23,8.12,porites astreoides,grow,m
juvenile,juvenile,9.14,10.56,porites astreoides,grow,m
intermediate,intermediate,64.67,94.73,porites astreoides,grow,m
juvenile,juvenile,18.07,25.1,porites astreoides,grow,m
juvenile,juvenile,3.96,8.06,porites astreoides,grow,m
juvenile,juvenile,7.54,12.15,porites astreoides,grow,m
juvenile,intermediate,44.95,69.69,porites astreoides,grow,m
juvenile,juvenile,2.85,5.57,porites astreoides,grow,m
juvenile,juvenile,8.73,12.47,porites astreoides,grow,m
juvenile,juvenile,3.47,4.45,porites astreoides,grow,m
juvenile,juvenile,3.3,9.17,porites astreoides,grow,m
juvenile,juvenile,1.86,2.78,porites astreoides,grow,m
juvenile,juvenile,3.08,3.91,porites astreoides,grow,m
juvenile,juvenile,2.56,2.99,porites astreoides,grow,m
juvenile,juvenile,5.67,6.3,porites astreoides,grow,m
juvenile,juvenile,3.8,11.79,porites astreoides,grow,m
juvenile,juvenile,3.67,4.35,porites astreoides,grow,m
intermediate,intermediate,54.45,60.18,porites astreoides,grow,m
juvenile,juvenile,10.2,18.04,porites astreoides,grow,m
juvenile,juvenile,2.64,2.79,porites astreoides,grow,m
adult,adult,112.6,118.84,porites astreoides,grow,m
juvenile,juvenile,5.41,7.23,porites astreoides,grow,m
juvenile,juvenile,26.21,40.93,porites astreoides,grow,m
juvenile,juvenile,2.56,3.3,porites astreoides,grow,m
juvenile,juvenile,3.94,6.97,porites astreoides,grow,m
juvenile,juvenile,6.65,10.64,porites astreoides,grow,m
juvenile,juvenile,3.2,4.16,porites astreoides,grow,m
juvenile,juvenile,2.07,3.22,porites astreoides,grow,m
juvenile,juvenile,6.54,8.27,porites astreoides,grow,m
juvenile,juvenile,2.68,2.84,porites astreoides,grow,m
juvenile,juvenile,0.99,1.24,porites astreoides,grow,m
juvenile,juvenile,9.77,10.27,porites astreoides,grow,m
juvenile,juvenile,5.12,7.4,porites astreoides,grow,m
juvenile,juvenile,16.25,31.41,porites astreoides,grow,m
juvenile,juvenile,7.27,9.48,porites astreoides,grow,m
juvenile,juvenile,3.76,5.31,porites astreoides,grow,m
juvenile,juvenile,5.37,8.62,porites astreoides,grow,m
juvenile,juvenile,7.56,10.51,porites astreoides,grow,m
juvenile,juvenile,1.58,2.62,porites astreoides,grow,m
juvenile,juvenile,5.22,9.07,porites astreoides,grow,m
juvenile,juvenile,16.75,24.54,porites astreoides,grow,m
juvenile,juvenile,3.12,5.5,porites astreoides,grow,m
juvenile,juvenile,7.52,9.73,porites astreoides,grow,m
juvenile,juvenile,4.64,7.83,porites astreoides,grow,m
juvenile,juvenile,4.7,7.87,porites astreoides,grow,m
juvenile,juvenile,3.37,5.31,porites astreoides,grow,m
juvenile,juvenile,4.43,5.85,porites astreoides,grow,m
juvenile,juvenile,1,2.76,porites astreoides,grow,m
juvenile,juvenile,1.89,2.57,porites astreoides,grow,m
juvenile,juvenile,0.96,2.64,porites astreoides,grow,m
juvenile,juvenile,6.55,8.94,porites astreoides,grow,m
juvenile,juvenile,5.16,6.29,porites astreoides,grow,m
juvenile,juvenile,2.66,5.72,porites astreoides,grow,m
juvenile,juvenile,1.68,4.82,porites astreoides,grow,m
juvenile,juvenile,1.04,3.17,porites astreoides,grow,m
juvenile,juvenile,2.13,4.48,porites astreoides,grow,m
juvenile,juvenile,7.74,11.06,porites astreoides,grow,m
juvenile,juvenile,12.64,16.91,porites astreoides,grow,m
intermediate,juvenile,68.54,5.87,porites astreoides,n/s,m
intermediate,intermediate,68.54,55.05,porites astreoides,n/s,m
juvenile,juvenile,18.58,19.64,porites astreoides,n/s,m
juvenile,juvenile,18.58,3.48,porites astreoides,n/s,m
intermediate,juvenile,62.37,38.91,porites astreoides,n/s,m
intermediate,juvenile,62.37,10.42,porites astreoides,n/s,m
juvenile,juvenile,9.52,26.99,porites astreoides,n/s,m
juvenile,juvenile,8.61,26.99,porites astreoides,n/s,m
juvenile,juvenile,2.65,2.72,porites astreoides,same,m
adult,adult,126.94,133.25,porites astreoides,same,m
juvenile,juvenile,9.88,9.41,porites astreoides,same,m
adult,adult,302.89,308.54,porites astreoides,same,m
adult,adult,330.55,333.99,porites astreoides,same,m
adult,adult,394.32,394.32,porites astreoides,same,m
intermediate,intermediate,55.13,55.55,porites astreoides,same,m
intermediate,intermediate,97.33,98.21,porites astreoides,same,m
juvenile,juvenile,14.93,15.18,porites astreoides,same,m
juvenile,juvenile,4.44,4.62,porites astreoides,same,m
intermediate,intermediate,71.02,68.89,porites astreoides,same,m
adult,adult,100.49,103.35,porites astreoides,same,m
juvenile,juvenile,8.55,8.39,porites astreoides,same,m
juvenile,juvenile,2.85,2.93,porites astreoides,same,m
intermediate,intermediate,63.94,58.32,porites astreoides,shrink,m
intermediate,intermediate,78.48,74.53,porites astreoides,shrink,m
juvenile,juvenile,19.24,16.8,porites astreoides,shrink,m
adult,adult,179.18,169.47,porites astreoides,shrink,m
juvenile,juvenile,1.63,1.34,porites astreoides,shrink,m
juvenile,juvenile,25.75,22.06,porites astreoides,shrink,m
juvenile,juvenile,4.55,3.77,porites astreoides,shrink,m
juvenile,juvenile,28.46,24.73,porites astreoides,shrink,m
intermediate,juvenile,51.19,41.75,porites astreoides,shrink,m
adult,adult,252.33,191.86,porites astreoides,shrink,m
juvenile,juvenile,26.56,24.5,porites astreoides,shrink,m
juvenile,juvenile,9.96,7.57,porites astreoides,shrink,m
juvenile,juvenile,2.1,0.95,porites astreoides,shrink,m
juvenile,juvenile,12.93,10.98,porites astreoides,shrink,m
juvenile,juvenile,6.12,4.63,porites astreoides,shrink,m
adult,adult,124.91,108.82,porites astreoides,shrink,m
juvenile,juvenile,1.67,1.38,porites astreoides,shrink,m
juvenile,juvenile,21.71,18.96,porites astreoides,shrink,m
juvenile,juvenile,9.26,3.14,porites astreoides,shrink,m
juvenile,juvenile,38.01,35.52,porites astreoides,shrink,m
juvenile,juvenile,6.71,2.45,porites astreoides,shrink,m
juvenile,juvenile,5.89,4.85,porites astreoides,shrink,m
juvenile,juvenile,5.1,3.14,porites astreoides,shrink,m
NA,juvenile,0,2.11,porites astreoides,born,m
NA,juvenile,0,2.89,porites astreoides,born,m
NA,juvenile,0,3.33,porites astreoides,born,m
NA,juvenile,0,2.48,porites astreoides,born,m
juvenile,dead,2.3,0,porites astreoides,dead,m
juvenile,dead,11.06,0,porites astreoides,dead,m
juvenile,dead,11.17,0,porites astreoides,dead,m
intermediate,dead,57.53,0,porites astreoides,dead,m
juvenile,dead,4.72,0,porites astreoides,dead,m
juvenile,juvenile,14.88,22.92,porites astreoides,grow,m
juvenile,juvenile,21.39,23.92,porites astreoides,grow,m
juvenile,juvenile,28.31,38.7,porites astreoides,grow,m
juvenile,juvenile,4.7,6.45,porites astreoides,grow,m
juvenile,juvenile,2.42,3.88,porites astreoides,grow,m
juvenile,juvenile,2.18,3.07,porites astreoides,grow,m
juvenile,juvenile,31.06,42.65,porites astreoides,grow,m
juvenile,juvenile,1.75,2.2,porites astreoides,grow,m
juvenile,juvenile,2.42,3.25,porites astreoides,grow,m
juvenile,juvenile,7.4,15.51,porites astreoides,grow,m
intermediate,adult,87,117.8,porites astreoides,grow,m
juvenile,juvenile,16.7,19.31,porites astreoides,grow,m
juvenile,juvenile,2.82,3.65,porites astreoides,grow,m
juvenile,juvenile,34.24,40.52,porites astreoides,grow,m
juvenile,juvenile,27.27,32.8,porites astreoides,grow,m
juvenile,juvenile,30.81,35.54,porites astreoides,grow,m
juvenile,juvenile,7.36,11.08,porites astreoides,grow,m
juvenile,juvenile,14,15.7,porites astreoides,grow,m
juvenile,juvenile,15.47,17.21,porites astreoides,grow,m
juvenile,juvenile,25.01,39.68,porites astreoides,grow,m
juvenile,juvenile,7.35,12.15,porites astreoides,grow,m
intermediate,adult,93.53,106.81,porites astreoides,grow,m
juvenile,juvenile,4.1,7.63,porites astreoides,grow,m
juvenile,juvenile,2.38,5.12,porites astreoides,grow,m
juvenile,juvenile,2.39,3.56,porites astreoides,grow,m
juvenile,juvenile,1.22,4.74,porites astreoides,grow,m
juvenile,juvenile,6.22,14.18,dlab,grow,m
juvenile,juvenile,1.93,3.86,porites astreoides,grow,m
juvenile,juvenile,1.67,2.66,porites astreoides,grow,m
juvenile,juvenile,3.95,4.99,porites astreoides,grow,m
juvenile,juvenile,0.68,2.27,porites astreoides,grow,m
juvenile,juvenile,0.56,1.1,porites astreoides,grow,m
juvenile,juvenile,1.23,2.29,porites astreoides,grow,m
juvenile,juvenile,2.91,5.2,porites astreoides,grow,m
juvenile,juvenile,1.53,2.68,porites astreoides,grow,m
juvenile,juvenile,1.48,4.96,porites astreoides,grow,m
juvenile,juvenile,1.26,2.17,porites astreoides,grow,m
juvenile,juvenile,4.98,9.28,porites astreoides,grow,m
juvenile,juvenile,9.69,18.32,porites astreoides,grow,m
juvenile,juvenile,1.71,2.62,porites astreoides,grow,m
juvenile,juvenile,3.64,5.14,porites astreoides,grow,m
juvenile,juvenile,4.98,8.89,porites astreoides,grow,m
juvenile,juvenile,1.31,2.86,porites astreoides,grow,m
intermediate,juvenile,55.83,33.14,porites astreoides,n/s,m
intermediate,juvenile,55.83,26.42,porites astreoides,n/s,m
juvenile,adult,19.55,103.05,porites astreoides,n/s,m
intermediate,adult,64.07,103.05,porites astreoides,n/s,m
juvenile,juvenile,19.98,20.49,porites astreoides,same,m
adult,adult,105.16,107.84,porites astreoides,same,m
juvenile,juvenile,12.34,12.67,porites astreoides,same,m
juvenile,juvenile,3.91,3.86,porites astreoides,same,m
juvenile,juvenile,5.41,5.34,porites astreoides,same,m
juvenile,juvenile,16.01,12.12,porites astreoides,shrink,m
juvenile,juvenile,6.56,5.41,porites astreoides,shrink,m
adult,adult,128.4,118.03,porites astreoides,shrink,m
juvenile,juvenile,21.48,15.85,porites astreoides,shrink,m
adult,adult,121.77,101.78,porites astreoides,shrink,m
adult,adult,113.37,102.75,porites astreoides,shrink,m
juvenile,juvenile,22.44,4.16,porites astreoides,shrink,m
juvenile,juvenile,2.64,2.24,porites astreoides,shrink,m
juvenile,juvenile,11.74,10.07,porites astreoides,shrink,m
juvenile,juvenile,1.24,1.04,porites astreoides,shrink,m
juvenile,juvenile,12.43,10.61,porites astreoides,shrink,m
juvenile,dead,6.3,0,porites astreoides,dead,m
juvenile,dead,6.21,0,porites astreoides,dead,m
intermediate,dead,55.1,0,porites astreoides,dead,m
juvenile,dead,44.37,0,dlab,dead,m
juvenile,juvenile,9.37,14.69,porites astreoides,grow,m
juvenile,juvenile,12.59,17.43,porites astreoides,grow,m
juvenile,juvenile,4.03,6.01,porites astreoides,grow,m
juvenile,juvenile,5.89,9.18,porites astreoides,grow,m
juvenile,juvenile,2.28,2.88,porites astreoides,grow,m
juvenile,juvenile,14.15,15.49,porites astreoides,grow,m
juvenile,juvenile,10.59,13.3,porites astreoides,grow,m
juvenile,juvenile,16.04,18.55,porites astreoides,grow,m
juvenile,juvenile,7.68,9.28,porites astreoides,grow,m
juvenile,juvenile,7.17,9.09,porites astreoides,grow,m
juvenile,juvenile,7.26,10.39,porites astreoides,grow,m
juvenile,intermediate,45.34,65.68,porites astreoides,grow,m
adult,adult,109.33,147.6,porites astreoides,grow,m
juvenile,juvenile,2.48,2.99,porites astreoides,grow,m
juvenile,juvenile,9.8,11.11,porites astreoides,grow,m
adult,adult,129.51,144.46,porites astreoides,grow,m
adult,adult,187.37,201.01,porites astreoides,grow,m
juvenile,juvenile,2.02,3.76,porites astreoides,grow,m
juvenile,juvenile,5.13,8.12,porites astreoides,grow,m
juvenile,juvenile,13.77,19.6,porites astreoides,grow,m
juvenile,juvenile,5.07,7.33,porites astreoides,grow,m
juvenile,juvenile,4.32,5.4,porites astreoides,grow,m
juvenile,juvenile,1.72,5.61,porites astreoides,grow,m
juvenile,juvenile,9.97,12.42,porites astreoides,grow,m
adult,adult,102.1,119.87,porites astreoides,grow,m
juvenile,juvenile,25.48,30.57,porites astreoides,grow,m
adult,adult,214.54,246.85,porites astreoides,grow,m
adult,adult,133,164.1,porites astreoides,grow,m
juvenile,juvenile,15.66,22.86,porites astreoides,grow,m
juvenile,juvenile,7.92,10.27,porites astreoides,grow,m
juvenile,juvenile,10.3,18.02,porites astreoides,grow,m
juvenile,juvenile,12.27,26.31,porites astreoides,grow,m
adult,adult,205.41,222.31,porites astreoides,grow,m
juvenile,intermediate,49.97,55.78,porites astreoides,grow,m
adult,adult,146.38,154.79,porites astreoides,grow,m
juvenile,juvenile,8.15,10.02,porites astreoides,grow,m
juvenile,juvenile,6.83,9.65,porites astreoides,grow,m
juvenile,juvenile,1.2,2.1,porites astreoides,grow,m
intermediate,intermediate,61.07,65.75,porites astreoides,grow,m
juvenile,juvenile,11.17,14.18,porites astreoides,grow,m
juvenile,juvenile,31.15,36.22,porites astreoides,grow,m
juvenile,juvenile,3.7,5.18,porites astreoides,grow,m
adult,adult,310.7,332.95,dlab,grow,m
juvenile,juvenile,24.31,28.26,porites astreoides,grow,m
juvenile,juvenile,15.27,19.47,porites astreoides,grow,m
juvenile,juvenile,45.96,50,porites astreoides,grow,m
juvenile,juvenile,11.74,13.3,porites astreoides,grow,m
juvenile,juvenile,4.27,5.82,porites astreoides,grow,m
juvenile,juvenile,10.67,14.26,porites astreoides,grow,m
juvenile,juvenile,21.23,27.43,porites astreoides,grow,m
intermediate,intermediate,54.91,64.88,porites astreoides,grow,m
juvenile,juvenile,9.82,13.18,porites astreoides,grow,m
juvenile,juvenile,36.27,41.39,porites astreoides,grow,m
juvenile,juvenile,12.7,16.87,porites astreoides,grow,m
adult,adult,265.85,285.63,porites astreoides,grow,m
adult,adult,358.55,341.5,porites astreoides,same,m
juvenile,juvenile,17.29,16.5,porites astreoides,same,m
intermediate,intermediate,86.28,87.91,porites astreoides,same,m
juvenile,juvenile,18.13,17.39,porites astreoides,same,m
adult,adult,170.09,170.84,porites astreoides,same,m
adult,adult,224.87,226.31,porites astreoides,same,m
juvenile,juvenile,6.55,6.71,porites astreoides,same,m
intermediate,intermediate,65.96,67.72,porites astreoides,same,m
adult,adult,389.99,406.68,porites astreoides,same,m
intermediate,intermediate,79.36,79.47,dlab,same,m
juvenile,juvenile,31.85,31.36,porites astreoides,same,m
juvenile,juvenile,0.97,1.01,porites astreoides,same,m
adult,adult,145.97,150.74,porites astreoides,same,m
adult,adult,139,144.38,porites astreoides,same,m
adult,adult,439.79,453.35,porites astreoides,same,m
adult,adult,220.46,228.98,dlab,same,m
adult,adult,138.57,130.98,porites astreoides,shrink,m
juvenile,juvenile,13.39,8.43,porites astreoides,shrink,m
juvenile,juvenile,11.46,8.41,porites astreoides,shrink,m
juvenile,juvenile,19.54,13.03,porites astreoides,shrink,m
juvenile,juvenile,38.22,35.22,porites astreoides,shrink,m
juvenile,juvenile,10.78,10.03,porites astreoides,shrink,m
juvenile,juvenile,33.5,15.39,porites astreoides,shrink,m
adult,intermediate,124.54,67.17,porites astreoides,shrink,m
adult,adult,167.01,155.65,porites astreoides,shrink,m
juvenile,juvenile,49.9,47.16,porites astreoides,shrink,m
juvenile,juvenile,14.31,9.77,porites astreoides,shrink,m
juvenile,juvenile,34.95,26.99,porites astreoides,shrink,m
juvenile,juvenile,46.23,38.49,porites astreoides,shrink,m
adult,adult,228.56,190.34,dlab,shrink,m
adult,adult,188.73,176.7,porites astreoides,shrink,m
juvenile,juvenile,18.34,16.49,porites astreoides,shrink,m
adult,adult,365.1,345.41,porites astreoides,shrink,m
juvenile,juvenile,8.27,3.99,porites astreoides,shrink,m
adult,intermediate,126.56,74.25,porites astreoides,shrink,m
adult,juvenile,126.56,14.87,porites astreoides,shrink,m
NA,juvenile,0,3.46,porites astreoides,born,m
intermediate,dead,73.69,0,porites astreoides,dead,m
juvenile,dead,34.05,0,porites astreoides,dead,m
adult,dead,465.22,0,porites astreoides,dead,m
juvenile,dead,20.61,0,porites astreoides,dead,m
juvenile,dead,39.97,0,porites astreoides,dead,m
juvenile,dead,6.76,0,porites astreoides,dead,m
juvenile,dead,1.36,0,porites astreoides,dead,m
juvenile,dead,27.06,0,porites astreoides,dead,m
juvenile,dead,13.05,0,porites astreoides,dead,m
juvenile,dead,7.57,0,porites astreoides,dead,m
juvenile,dead,9.44,0,porites astreoides,dead,m
juvenile,dead,21.15,0,porites astreoides,dead,m
juvenile,dead,12.52,0,porites astreoides,dead,m
juvenile,dead,8.1,0,porites astreoides,dead,m
juvenile,dead,11.78,0,porites astreoides,dead,m
juvenile,dead,39.62,0,dlab,dead,m
juvenile,dead,2.91,0,porites astreoides,dead,m
intermediate,dead,92.9,0,porites astreoides,dead,m
juvenile,dead,26.31,0,porites astreoides,dead,m
juvenile,dead,34.17,0,porites astreoides,dead,m
adult,dead,118.32,0,dlab,dead,m
intermediate,dead,61.49,0,porites astreoides,dead,m
intermediate,dead,74.52,0,porites astreoides,dead,m
juvenile,dead,47.35,0,porites astreoides,dead,m
juvenile,dead,23.19,0,porites astreoides,dead,m
juvenile,dead,34.99,0,porites astreoides,dead,m
juvenile,dead,5.22,0,porites astreoides,dead,m
juvenile,dead,18.87,0,porites astreoides,dead,m
juvenile,juvenile,2.14,3.9,porites astreoides,grow,m
adult,adult,195.46,216.69,porites astreoides,grow,m
juvenile,juvenile,5.74,9.03,porites astreoides,grow,m
juvenile,juvenile,3.97,5.52,porites astreoides,grow,m
adult,adult,192.77,214.32,porites astreoides,grow,m
juvenile,juvenile,26.96,34.31,porites astreoides,grow,m
juvenile,juvenile,1.5,2.63,porites astreoides,grow,m
juvenile,juvenile,2.15,3.2,porites astreoides,grow,m
juvenile,juvenile,7.37,15.35,porites astreoides,grow,m
juvenile,juvenile,2.76,3.33,porites astreoides,grow,m
juvenile,intermediate,27.54,52.2,porites astreoides,grow,m
juvenile,juvenile,0.98,2.01,porites astreoides,grow,m
juvenile,juvenile,2.23,2.36,porites astreoides,grow,m
juvenile,juvenile,0.73,2.78,porites astreoides,grow,m
juvenile,juvenile,2.67,4.32,porites astreoides,grow,m
intermediate,intermediate,59.47,78.74,porites astreoides,grow,m
adult,adult,150.19,178.96,porites astreoides,grow,m
juvenile,juvenile,16.9,20.68,porites astreoides,grow,m
intermediate,adult,95.07,101.73,porites astreoides,grow,m
adult,adult,149.05,158.96,porites astreoides,grow,m
intermediate,adult,74.56,107.69,porites astreoides,grow,m
juvenile,juvenile,2.38,4.1,porites astreoides,grow,m
intermediate,adult,98.84,104.64,porites astreoides,grow,m
juvenile,juvenile,14.78,18.68,porites astreoides,grow,m
adult,adult,113.89,124.42,porites astreoides,grow,m
juvenile,juvenile,5.37,8.13,porites astreoides,grow,m
juvenile,juvenile,6.09,10.86,porites astreoides,grow,m
juvenile,intermediate,44.22,56.98,porites astreoides,grow,m
juvenile,juvenile,3.95,4.67,porites astreoides,grow,m
juvenile,intermediate,48.71,55.64,porites astreoides,grow,m
juvenile,juvenile,5.12,11.63,porites astreoides,grow,m
juvenile,juvenile,2.5,2.86,porites astreoides,grow,m
intermediate,intermediate,67.42,71.07,porites astreoides,grow,m
juvenile,juvenile,4.08,6.89,porites astreoides,grow,m
intermediate,intermediate,52.23,58.38,porites astreoides,grow,m
juvenile,juvenile,15.09,18.32,porites astreoides,grow,m
adult,adult,179.74,207.37,dlab,grow,m
intermediate,intermediate,78.63,90.97,porites astreoides,grow,m
juvenile,juvenile,3.16,8.95,porites astreoides,grow,m
juvenile,juvenile,6.05,11.82,porites astreoides,grow,m
juvenile,juvenile,4.98,6.33,porites astreoides,grow,m
intermediate,intermediate,59.63,55.85,porites astreoides,n/s,m
juvenile,intermediate,11.01,55.85,porites astreoides,n/s,m
juvenile,juvenile,6.53,6.85,porites astreoides,same,m
juvenile,juvenile,21.54,20.7,porites astreoides,same,m
juvenile,juvenile,12.25,12.55,porites astreoides,same,m
juvenile,juvenile,23.89,23.07,porites astreoides,same,m
juvenile,juvenile,6.39,6.44,porites astreoides,same,m
adult,adult,406.82,414.37,porites astreoides,same,m
adult,adult,177.41,163.79,porites astreoides,shrink,m
intermediate,juvenile,53.83,43.68,dlab,shrink,m
adult,adult,266.69,225.52,porites astreoides,shrink,m
juvenile,juvenile,30.57,27.71,porites astreoides,shrink,m
intermediate,intermediate,94.48,86.76,porites astreoides,shrink,m
adult,adult,220.13,204.8,porites astreoides,shrink,m
juvenile,juvenile,5.69,4.86,porites astreoides,shrink,m
juvenile,juvenile,41.54,33.69,porites astreoides,shrink,m
juvenile,juvenile,7.29,6.43,porites astreoides,shrink,m
juvenile,juvenile,3.52,2.01,porites astreoides,shrink,m
juvenile,juvenile,38.58,27.07,porites astreoides,shrink,m
juvenile,juvenile,46.97,42.79,porites astreoides,shrink,m
juvenile,juvenile,4.83,4.44,porites astreoides,shrink,m
juvenile,juvenile,30.67,27.65,porites astreoides,shrink,m
juvenile,juvenile,25.67,19.85,porites astreoides,shrink,m
juvenile,juvenile,3.19,2.43,porites astreoides,shrink,m
juvenile,juvenile,2.07,1.51,porites astreoides,shrink,m
adult,adult,166.26,153.88,porites astreoides,shrink,m
juvenile,juvenile,49.65,43.29,dlab,shrink,m
NA,juvenile,0,3.51,porites astreoides,born,m
juvenile,dead,12.74,0,porites astreoides,dead,m
juvenile,dead,11.27,0,porites astreoides,dead,m
juvenile,dead,1.71,0,porites astreoides,dead,m
juvenile,dead,3.01,0,porites astreoides,dead,m
juvenile,dead,3.97,0,porites astreoides,dead,m
juvenile,dead,2.01,0,porites astreoides,dead,m
juvenile,dead,2.5,0,porites astreoides,dead,m
juvenile,dead,2.8,0,porites astreoides,dead,m
juvenile,juvenile,5.59,11.6,porites astreoides,grow,m
juvenile,juvenile,37.89,48.42,porites astreoides,grow,m
juvenile,juvenile,3.16,4.88,porites astreoides,grow,m
intermediate,intermediate,51.14,63.61,porites astreoides,grow,m
adult,adult,148.74,162.05,porites astreoides,grow,m
juvenile,juvenile,15.94,19.4,porites astreoides,grow,m
adult,adult,328.61,360.25,porites astreoides,grow,m
adult,adult,180.42,194.51,porites astreoides,grow,m
adult,adult,432.97,469.91,porites astreoides,grow,m
juvenile,juvenile,6.07,6.38,porites astreoides,grow,m
juvenile,juvenile,2.94,3.32,porites astreoides,grow,m
juvenile,intermediate,41.22,72.05,porites astreoides,grow,m
intermediate,intermediate,67.4,76.41,porites astreoides,grow,m
juvenile,juvenile,5.65,6.54,porites astreoides,grow,m
juvenile,juvenile,3.79,4.11,porites astreoides,grow,m
juvenile,juvenile,7.86,10.18,porites astreoides,grow,m
juvenile,juvenile,1.49,2.5,porites astreoides,grow,m
intermediate,intermediate,57.43,62.15,porites astreoides,grow,m
juvenile,intermediate,23.92,73.26,dlab,n/s,m
juvenile,intermediate,43.77,73.26,dlab,n/s,m
juvenile,juvenile,5.34,5.29,dlab,same,m
adult,adult,246.47,243.85,porites astreoides,same,m
juvenile,juvenile,17.3,18.15,porites astreoides,same,m
juvenile,juvenile,23.94,24.85,porites astreoides,same,m
adult,adult,460.68,445.25,porites astreoides,same,m
juvenile,juvenile,9.82,6.89,porites astreoides,shrink,m
juvenile,juvenile,2.16,1.55,porites astreoides,shrink,m
intermediate,juvenile,54.03,44.6,porites astreoides,shrink,m
juvenile,juvenile,29.51,11.32,porites astreoides,shrink,m
intermediate,juvenile,56.73,48.77,porites astreoides,shrink,m
juvenile,juvenile,5.98,4.99,porites astreoides,shrink,m
juvenile,juvenile,12,9.23,porites astreoides,shrink,m
juvenile,juvenile,27.51,16.07,porites astreoides,shrink,m
intermediate,juvenile,50.09,47.05,porites astreoides,shrink,m
NA,juvenile,0,3.6,porites astreoides,born,m
juvenile,dead,0.9,0,porites astreoides,dead,m
juvenile,dead,4.78,0,porites astreoides,dead,m
juvenile,dead,2.34,0,porites astreoides,dead,m
adult,dead,152.09,0,dlab,dead,m
juvenile,dead,11.16,0,porites astreoides,dead,m
adult,dead,116.48,0,dlab,dead,m
juvenile,juvenile,3.46,10.51,porites astreoides,grow,m
intermediate,intermediate,77.62,90.83,porites astreoides,grow,m
juvenile,juvenile,10.42,14.77,porites astreoides,grow,m
juvenile,juvenile,40.34,46.49,porites astreoides,grow,m
juvenile,juvenile,33.91,40.38,porites astreoides,grow,m
juvenile,juvenile,22.57,23.95,porites astreoides,grow,m
juvenile,juvenile,2.65,5.16,porites astreoides,grow,m
juvenile,juvenile,8.11,9.3,porites astreoides,grow,m
juvenile,juvenile,1.64,3.87,porites astreoides,grow,m
juvenile,juvenile,14.43,18.39,porites astreoides,grow,m
juvenile,juvenile,6.78,9.77,porites astreoides,grow,m
adult,adult,125.02,159.04,porites astreoides,grow,m
juvenile,juvenile,3.17,4.11,porites astreoides,grow,m
juvenile,juvenile,20.65,36.27,porites astreoides,grow,m
juvenile,juvenile,0.62,1.11,porites astreoides,grow,m
intermediate,intermediate,64.02,88.14,porites astreoides,grow,m
juvenile,juvenile,12.24,13.57,porites astreoides,grow,m
juvenile,juvenile,11.17,13.68,porites astreoides,grow,m
juvenile,juvenile,16.77,21.34,porites astreoides,grow,m
juvenile,juvenile,21.74,23.21,porites astreoides,grow,m
juvenile,juvenile,19.76,22.72,porites astreoides,grow,m
intermediate,intermediate,83.63,93.89,porites astreoides,grow,m
adult,adult,172.85,195.03,porites astreoides,grow,m
juvenile,juvenile,6.61,7.25,porites astreoides,grow,m
juvenile,juvenile,5.23,8.89,porites astreoides,grow,m
juvenile,juvenile,38.71,46.21,porites astreoides,grow,m
intermediate,intermediate,71.29,95.18,porites astreoides,grow,m
juvenile,juvenile,25.62,36.53,porites astreoides,grow,m
juvenile,juvenile,6.2,13.42,porites astreoides,grow,m
juvenile,juvenile,9.3,9.74,porites astreoides,same,m
intermediate,intermediate,89.69,92.52,dlab,same,m
adult,adult,124.37,125.79,porites astreoides,same,m
adult,adult,787.71,766.6,dlab,same,m
juvenile,juvenile,10.72,11.02,porites astreoides,same,m
juvenile,juvenile,2.45,2.46,porites astreoides,same,m
juvenile,juvenile,37.17,36.87,porites astreoides,same,m
juvenile,juvenile,33.15,33.89,porites astreoides,same,m
adult,adult,164.32,164.07,porites astreoides,same,m
intermediate,intermediate,54.48,55.29,porites astreoides,same,m
adult,adult,109.34,107.73,porites astreoides,same,m
intermediate,juvenile,58.49,45.6,porites astreoides,shrink,m
juvenile,juvenile,28.53,20.45,porites astreoides,shrink,m
adult,intermediate,127.54,59.32,dlab,shrink,m
juvenile,juvenile,9.46,4.96,porites astreoides,shrink,m
adult,intermediate,106.49,98.37,dlab,shrink,m
juvenile,juvenile,2.5,1.91,porites astreoides,shrink,m
juvenile,juvenile,2.24,1.81,porites astreoides,shrink,m
adult,adult,139.59,127.56,porites astreoides,shrink,m
NA,juvenile,0,2.13,porites astreoides,born,m
NA,juvenile,0,2.32,porites astreoides,born,m
NA,juvenile,0,2.95,porites astreoides,born,m
juvenile,dead,6.86,0,porites astreoides,dead,m
juvenile,dead,2.49,0,porites astreoides,dead,m
juvenile,dead,2.35,0,porites astreoides,dead,m
juvenile,dead,13.41,0,porites astreoides,dead,m
juvenile,dead,6.68,0,porites astreoides,dead,m
juvenile,juvenile,16.93,18.89,porites astreoides,grow,m
juvenile,juvenile,7.36,11.62,porites astreoides,grow,m
juvenile,juvenile,3.07,5.97,porites astreoides,grow,m
juvenile,juvenile,10.12,11.71,porites astreoides,grow,m
juvenile,juvenile,5.13,6.38,porites astreoides,grow,m
juvenile,juvenile,4.38,4.56,porites astreoides,same,m
juvenile,juvenile,17.83,18.26,porites astreoides,same,m
