stage,fate,area1,area2,class,action,location
juvenile,juvenile,16.21,7.37,porites astreoides,shrink,t
juvenile,juvenile,9.16,8.7,porites astreoides,shrink,t
intermediate,juvenile,96.36,36.71,porites astreoides,shrink,t
juvenile,juvenile,35.19,0.78,porites astreoides,shrink,t
juvenile,juvenile,38.35,26.59,porites astreoides,shrink,t
juvenile,juvenile,39.74,14.22,porites astreoides,shrink,t
juvenile,juvenile,14.04,8.9,porites astreoides,shrink,t
adult,intermediate,131.98,99.28,porites astreoides,shrink,t
intermediate,intermediate,99.5,93.86,porites astreoides,shrink,t
juvenile,juvenile,7.68,6.07,porites astreoides,shrink,t
intermediate,juvenile,52.69,23.4,porites astreoides,shrink,t
juvenile,juvenile,39.45,35.75,porites astreoides,shrink,t
juvenile,juvenile,25.23,14.3,porites astreoides,shrink,t
intermediate,intermediate,69.56,60,dlab,shrink,t
juvenile,juvenile,49.28,43.78,porites astreoides,shrink,t
juvenile,juvenile,26.58,11.86,porites astreoides,shrink,t
adult,juvenile,110.27,5.37,porites astreoides,shrink,t
juvenile,juvenile,3.23,2.14,porites astreoides,shrink,t
juvenile,juvenile,23.29,15.83,porites astreoides,shrink,t
juvenile,juvenile,25.2,20.99,porites astreoides,shrink,t
juvenile,juvenile,15.98,13.13,porites astreoides,shrink,t
juvenile,juvenile,5.61,5.23,porites astreoides,shrink,t
intermediate,juvenile,51.69,39.92,porites astreoides,shrink,t
juvenile,juvenile,30.5,6.26,porites astreoides,shrink,t
juvenile,juvenile,38.18,26.52,porites astreoides,shrink,t
juvenile,juvenile,19.22,10.7,porites astreoides,shrink,t
juvenile,juvenile,8.67,4.04,porites astreoides,shrink,t
juvenile,juvenile,10.59,9.9,porites astreoides,shrink,t
juvenile,juvenile,5.57,4.59,porites astreoides,shrink,t
juvenile,juvenile,6.6,2.53,porites astreoides,shrink,t
juvenile,juvenile,41.07,38.88,porites astreoides,shrink,t
juvenile,juvenile,42.83,28.22,porites astreoides,shrink,t
juvenile,juvenile,34.04,32.22,porites astreoides,shrink,t
juvenile,juvenile,5.29,2.87,porites astreoides,shrink,t
NA,juvenile,0,1.5,porites astreoides,born,t
juvenile,dead,2.2,0,porites astreoides,dead,t
juvenile,dead,47.06,0,dlab,dead,t
adult,dead,291.57,0,dlab,dead,t
juvenile,dead,8.47,0,porites astreoides,dead,t
juvenile,dead,24.82,0,porites astreoides,dead,t
juvenile,juvenile,10.1,14.1,porites astreoides,grow,t
intermediate,intermediate,53.08,58.21,porites astreoides,grow,t
intermediate,intermediate,72.48,89.52,porites astreoides,grow,t
juvenile,juvenile,9.99,19.07,porites astreoides,grow,t
intermediate,intermediate,53.31,60.52,porites astreoides,grow,t
juvenile,juvenile,33.14,46.4,porites astreoides,grow,t
juvenile,juvenile,22.35,24.66,porites astreoides,grow,t
juvenile,juvenile,37.67,42.52,porites astreoides,grow,t
juvenile,juvenile,11.59,15.98,porites astreoides,grow,t
juvenile,juvenile,5.51,13.85,porites astreoides,grow,t
juvenile,juvenile,17.43,22.15,porites astreoides,grow,t
juvenile,juvenile,8.76,12.14,porites astreoides,grow,t
juvenile,juvenile,14.73,28.35,porites astreoides,grow,t
juvenile,juvenile,9.44,19.59,porites astreoides,grow,t
juvenile,juvenile,12.77,18.08,porites astreoides,grow,t
juvenile,juvenile,11.06,17.81,porites astreoides,grow,t
juvenile,juvenile,2.14,4.32,porites astreoides,grow,t
juvenile,juvenile,8.35,11.9,porites astreoides,grow,t
juvenile,juvenile,31.39,33.83,porites astreoides,grow,t
juvenile,juvenile,4.37,5.77,porites astreoides,grow,t
juvenile,juvenile,20.2,29.91,porites astreoides,grow,t
adult,adult,161.07,186.38,porites astreoides,grow,t
juvenile,juvenile,2.67,3.62,porites astreoides,grow,t
intermediate,intermediate,52.05,54.68,porites astreoides,grow,t
juvenile,juvenile,22.24,25.3,porites astreoides,grow,t
intermediate,intermediate,74.97,82.88,porites astreoides,grow,t
juvenile,juvenile,13.61,16.91,porites astreoides,grow,t
juvenile,juvenile,21,22.74,porites astreoides,grow,t
juvenile,juvenile,17.38,22.13,porites astreoides,grow,t
juvenile,juvenile,28.2,34.69,porites astreoides,grow,t
juvenile,juvenile,3.87,5.25,porites astreoides,grow,t
juvenile,juvenile,16,27.16,porites astreoides,grow,t
juvenile,juvenile,24.4,27.74,porites astreoides,grow,t
juvenile,juvenile,2.24,4.81,porites astreoides,grow,t
juvenile,juvenile,8.8,4.51,porites astreoides,n/s,t
juvenile,juvenile,8.8,2.23,porites astreoides,n/s,t
juvenile,juvenile,26.59,27.24,porites astreoides,same,t
intermediate,intermediate,71.36,74.54,porites astreoides,same,t
juvenile,juvenile,4.17,4.33,porites astreoides,same,t
juvenile,juvenile,44.25,45.3,porites astreoides,same,t
juvenile,juvenile,32.25,32.26,porites astreoides,same,t
juvenile,juvenile,8.95,9.38,porites astreoides,same,t
juvenile,juvenile,21.37,20.45,porites astreoides,same,t
juvenile,juvenile,33.19,32.47,porites astreoides,same,t
juvenile,juvenile,26.44,27.22,porites astreoides,same,t
juvenile,juvenile,21.36,21.68,porites astreoides,same,t
juvenile,juvenile,40.46,42.46,porites astreoides,same,t
intermediate,intermediate,64.77,66.8,porites astreoides,same,t
intermediate,intermediate,58.94,60.9,porites astreoides,same,t
intermediate,intermediate,56.53,58.06,porites astreoides,same,t
intermediate,juvenile,50.65,38.56,porites astreoides,shrink,t
juvenile,juvenile,36.8,32.67,porites astreoides,shrink,t
juvenile,juvenile,48.31,28.79,porites astreoides,shrink,t
juvenile,juvenile,13,10.42,porites astreoides,shrink,t
adult,juvenile,108.79,17.47,porites astreoides,shrink,t
adult,intermediate,115.02,66.3,porites astreoides,shrink,t
adult,juvenile,115.02,42.61,porites astreoides,shrink,t
juvenile,juvenile,35.01,23.56,porites astreoides,shrink,t
juvenile,juvenile,34.89,27.66,porites astreoides,shrink,t
juvenile,juvenile,40.86,32.14,porites astreoides,shrink,t
juvenile,juvenile,2.58,1.92,porites astreoides,shrink,t
juvenile,juvenile,10.67,9.42,porites astreoides,shrink,t
juvenile,juvenile,2.25,1.72,porites astreoides,shrink,t
juvenile,juvenile,4.4,2.9,porites astreoides,shrink,t
intermediate,intermediate,79.54,68.22,porites astreoides,shrink,t
intermediate,intermediate,80.16,75.81,porites astreoides,shrink,t
juvenile,dead,35.47,0,porites astreoides,dead,t
juvenile,intermediate,37.31,54.34,porites astreoides,grow,t
juvenile,juvenile,41.98,46.19,porites astreoides,grow,t
juvenile,juvenile,2.15,3.11,porites astreoides,grow,t
juvenile,juvenile,21.99,23.46,porites astreoides,grow,t
juvenile,juvenile,15.73,18.11,porites astreoides,grow,t
juvenile,juvenile,2.22,6.72,porites astreoides,grow,t
juvenile,juvenile,10.53,18.68,porites astreoides,grow,t
juvenile,juvenile,24.72,34.81,porites astreoides,grow,t
juvenile,juvenile,3.81,4.57,porites astreoides,grow,t
juvenile,juvenile,2.98,3.88,porites astreoides,grow,t
intermediate,intermediate,50.07,65.21,porites astreoides,grow,t
juvenile,intermediate,45.22,59.88,porites astreoides,grow,t
juvenile,juvenile,8.65,17.55,porites astreoides,grow,t
juvenile,juvenile,3.96,6.09,porites astreoides,grow,t
juvenile,juvenile,22.98,26.83,porites astreoides,grow,t
juvenile,juvenile,3.04,3.23,porites astreoides,grow,t
juvenile,juvenile,2.64,4.4,porites astreoides,grow,t
juvenile,intermediate,47.15,52.56,porites astreoides,grow,t
juvenile,juvenile,9.75,11.01,porites astreoides,grow,t
juvenile,juvenile,2.08,3.77,porites astreoides,grow,t
juvenile,juvenile,2.32,7.16,porites astreoides,grow,t
juvenile,juvenile,40.26,42.4,porites astreoides,grow,t
juvenile,juvenile,17.42,28.45,porites astreoides,grow,t
juvenile,juvenile,3.14,8.69,porites astreoides,grow,t
juvenile,juvenile,6.1,14.02,porites astreoides,grow,t
juvenile,juvenile,42.42,49.5,porites astreoides,grow,t
juvenile,juvenile,15.67,17.56,porites astreoides,grow,t
intermediate,intermediate,56.87,61.07,porites astreoides,grow,t
juvenile,juvenile,46.99,49.83,porites astreoides,grow,t
juvenile,juvenile,27.04,40.68,porites astreoides,grow,t
juvenile,juvenile,7.44,7.89,porites astreoides,grow,t
adult,adult,213.82,266.14,porites astreoides,grow,t
juvenile,juvenile,30.74,8.21,porites astreoides,n/s,t
juvenile,juvenile,30.74,11.17,porites astreoides,n/s,t
juvenile,juvenile,7.47,7.66,porites astreoides,same,t
intermediate,intermediate,91.19,91.41,porites astreoides,same,t
juvenile,juvenile,26.12,27.36,porites astreoides,same,t
juvenile,juvenile,24.75,24.6,porites astreoides,same,t
juvenile,juvenile,41.52,37.5,porites astreoides,shrink,t
juvenile,juvenile,19.69,14.72,porites astreoides,shrink,t
juvenile,juvenile,12.64,8.67,porites astreoides,shrink,t
adult,adult,254.2,239.58,dlab,shrink,t
intermediate,juvenile,66.43,34.42,porites astreoides,shrink,t
juvenile,juvenile,45.13,40.51,porites astreoides,shrink,t
juvenile,juvenile,14.79,7.39,porites astreoides,shrink,t
intermediate,juvenile,51.56,38.51,dlab,shrink,t
juvenile,juvenile,39.71,23.01,porites astreoides,shrink,t
juvenile,dead,6.23,0,porites astreoides,dead,t
intermediate,dead,77.89,0,porites astreoides,dead,t
juvenile,dead,5.16,0,porites astreoides,dead,t
intermediate,dead,50.61,0,porites astreoides,dead,t
juvenile,dead,5.94,0,porites astreoides,dead,t
juvenile,juvenile,4.19,7.72,porites astreoides,grow,t
juvenile,juvenile,5.85,7.29,porites astreoides,grow,t
juvenile,juvenile,4.13,4.62,porites astreoides,grow,t
juvenile,juvenile,15.24,17.33,porites astreoides,grow,t
juvenile,juvenile,7.2,8.09,porites astreoides,grow,t
juvenile,juvenile,5.01,6.46,porites astreoides,grow,t
juvenile,juvenile,14.65,16.31,porites astreoides,grow,t
juvenile,juvenile,11.41,12.23,porites astreoides,grow,t
juvenile,juvenile,4.99,6.1,porites astreoides,grow,t
juvenile,juvenile,11.7,14.12,porites astreoides,grow,t
juvenile,juvenile,1.26,2.28,porites astreoides,grow,t
juvenile,juvenile,16.37,18.07,porites astreoides,grow,t
juvenile,juvenile,17.06,26.02,porites astreoides,grow,t
juvenile,juvenile,4.61,8.02,porites astreoides,grow,t
juvenile,juvenile,2.83,3.8,porites astreoides,grow,t
intermediate,intermediate,50.61,56.48,porites astreoides,grow,t
juvenile,juvenile,14.17,15.09,porites astreoides,grow,t
juvenile,juvenile,26.11,28.22,porites astreoides,grow,t
juvenile,juvenile,13.18,16.92,porites astreoides,grow,t
juvenile,juvenile,15.29,17.44,porites astreoides,grow,t
juvenile,juvenile,10.8,14.95,porites astreoides,grow,t
juvenile,juvenile,33.03,44.67,dlab,grow,t
juvenile,juvenile,13.17,14.03,porites astreoides,grow,t
juvenile,juvenile,13.82,16.53,porites astreoides,grow,t
juvenile,juvenile,15.94,30.71,porites astreoides,grow,t
juvenile,juvenile,17.92,25.32,porites astreoides,grow,t
juvenile,juvenile,8.58,9.65,porites astreoides,grow,t
juvenile,juvenile,7.43,9.64,porites astreoides,grow,t
juvenile,juvenile,2.72,8.52,porites astreoides,grow,t
juvenile,juvenile,24.19,25.96,porites astreoides,grow,t
intermediate,intermediate,76.37,83.59,porites astreoides,grow,t
juvenile,juvenile,14.66,18.91,porites astreoides,grow,t
juvenile,juvenile,7.25,8.71,porites astreoides,grow,t
juvenile,juvenile,1.72,2.9,porites astreoides,grow,t
juvenile,juvenile,9.78,10.29,porites astreoides,grow,t
juvenile,juvenile,2.23,16.04,porites astreoides,grow,t
juvenile,juvenile,18.01,24.41,porites astreoides,grow,t
juvenile,juvenile,11.17,23.07,porites astreoides,grow,t
juvenile,juvenile,8.72,13.52,porites astreoides,grow,t
juvenile,juvenile,7.75,13.24,porites astreoides,grow,t
juvenile,juvenile,10.62,12.07,porites astreoides,grow,t
juvenile,juvenile,35.45,39.58,porites astreoides,grow,t
juvenile,juvenile,17.81,19.41,porites astreoides,grow,t
juvenile,juvenile,14.1,22.97,porites astreoides,grow,t
juvenile,juvenile,24.75,28.44,porites astreoides,grow,t
juvenile,juvenile,7.89,10.96,porites astreoides,grow,t
juvenile,juvenile,4.82,7.8,porites astreoides,grow,t
juvenile,juvenile,38.01,41.61,porites astreoides,grow,t
juvenile,juvenile,7.44,17.86,porites astreoides,grow,t
intermediate,intermediate,82.56,96.45,porites astreoides,grow,t
juvenile,juvenile,3.08,9.47,porites astreoides,grow,t
intermediate,intermediate,55.14,67.83,porites astreoides,grow,t
juvenile,intermediate,38.89,56.51,porites astreoides,grow,t
juvenile,juvenile,4.95,7.16,porites astreoides,grow,t
juvenile,juvenile,10.32,15.84,porites astreoides,grow,t
juvenile,juvenile,27.81,27.11,porites astreoides,same,t
juvenile,juvenile,21.47,22.2,porites astreoides,same,t
intermediate,intermediate,71.39,71.15,porites astreoides,same,t
juvenile,juvenile,6.64,6.62,porites astreoides,same,t
juvenile,juvenile,3.87,3.78,porites astreoides,same,t
juvenile,juvenile,12.44,12.07,porites astreoides,same,t
juvenile,juvenile,7.66,7.9,porites astreoides,same,t
juvenile,juvenile,3.71,3.68,porites astreoides,same,t
juvenile,juvenile,10.57,10.71,porites astreoides,same,t
intermediate,intermediate,67.3,65.62,porites astreoides,same,t
juvenile,juvenile,15.63,16.05,porites astreoides,same,t
intermediate,intermediate,52.86,51.77,porites astreoides,same,t
juvenile,juvenile,12.14,11.81,porites astreoides,same,t
juvenile,juvenile,17.67,18.18,porites astreoides,same,t
juvenile,juvenile,43.4,42.47,porites astreoides,same,t
juvenile,juvenile,31.79,32.67,porites astreoides,same,t
juvenile,juvenile,9.84,9.98,porites astreoides,same,t
intermediate,intermediate,55.41,56.34,porites astreoides,same,t
juvenile,juvenile,10.64,10.41,porites astreoides,same,t
juvenile,juvenile,4.74,4.66,porites astreoides,same,t
juvenile,juvenile,8.7,8.62,porites astreoides,same,t
intermediate,intermediate,58.7,60.99,porites astreoides,same,t
juvenile,juvenile,11.4,5.43,porites astreoides,shrink,t
juvenile,juvenile,10.38,8.3,porites astreoides,shrink,t
juvenile,juvenile,5.21,3.44,porites astreoides,shrink,t
juvenile,juvenile,5.65,4.8,porites astreoides,shrink,t
juvenile,juvenile,13.38,10.1,porites astreoides,shrink,t
intermediate,intermediate,84.45,54.78,dlab,shrink,t
juvenile,juvenile,38.28,27.64,porites astreoides,shrink,t
intermediate,juvenile,53.12,44.09,porites astreoides,shrink,t
juvenile,juvenile,4.08,2.87,porites astreoides,shrink,t
juvenile,juvenile,13.54,10.31,porites astreoides,shrink,t
juvenile,juvenile,9.53,8.8,porites astreoides,shrink,t
intermediate,juvenile,68.24,41.49,porites astreoides,shrink,t
juvenile,juvenile,8.74,6.97,porites astreoides,shrink,t
juvenile,juvenile,25.01,19.51,porites astreoides,shrink,t
juvenile,juvenile,29.51,22.3,porites astreoides,shrink,t
juvenile,juvenile,13.28,6.32,porites astreoides,shrink,t
juvenile,juvenile,12.33,7.93,porites astreoides,shrink,t
juvenile,juvenile,34.51,26.99,porites astreoides,shrink,t
juvenile,juvenile,10.32,8.43,porites astreoides,shrink,t
intermediate,juvenile,52.21,24.48,porites astreoides,shrink,t
intermediate,intermediate,53.99,50.69,porites astreoides,shrink,t
juvenile,juvenile,43.99,38.26,porites astreoides,shrink,t
intermediate,juvenile,53.46,44.26,porites astreoides,shrink,t
juvenile,juvenile,24.52,22.23,porites astreoides,shrink,t
juvenile,juvenile,6.67,5.14,porites astreoides,shrink,t
juvenile,juvenile,16.98,13.49,porites astreoides,shrink,t
juvenile,juvenile,39.02,34.55,porites astreoides,shrink,t
juvenile,juvenile,5.71,3.61,porites astreoides,shrink,t
juvenile,juvenile,7.58,5.82,porites astreoides,shrink,t
juvenile,juvenile,28.6,25.92,porites astreoides,shrink,t
juvenile,juvenile,31.93,22.43,porites astreoides,shrink,t
juvenile,juvenile,40.84,35.81,porites astreoides,shrink,t
adult,intermediate,123.32,78.02,porites astreoides,shrink,t
juvenile,juvenile,14.84,13.9,porites astreoides,shrink,t
juvenile,juvenile,32.81,30.71,porites astreoides,shrink,t
juvenile,juvenile,13.43,11.77,porites astreoides,shrink,t
intermediate,juvenile,57.91,45.26,porites astreoides,shrink,t
intermediate,intermediate,85.43,69.58,porites astreoides,shrink,t
juvenile,juvenile,14.59,12.21,porites astreoides,shrink,t
intermediate,juvenile,61.49,43.5,porites astreoides,shrink,t
juvenile,juvenile,35.81,28.42,porites astreoides,shrink,t
juvenile,juvenile,22.36,18.34,porites astreoides,shrink,t
intermediate,intermediate,65.99,58.18,porites astreoides,shrink,t
juvenile,juvenile,13.85,11.27,porites astreoides,shrink,t
juvenile,juvenile,8.07,7.01,porites astreoides,shrink,t
juvenile,juvenile,12.46,11.13,porites astreoides,shrink,t
juvenile,juvenile,22.12,20.01,porites astreoides,shrink,t
intermediate,intermediate,87.15,70.9,porites astreoides,shrink,t
juvenile,juvenile,18.68,13,porites astreoides,shrink,t
juvenile,juvenile,14.06,12.57,porites astreoides,shrink,t
juvenile,juvenile,21.06,4.63,porites astreoides,shrink,t
adult,adult,379.74,331.9,dlab,shrink,t
juvenile,juvenile,8.51,6.89,porites astreoides,shrink,t
juvenile,juvenile,9.99,4.91,porites astreoides,shrink,t
NA,juvenile,0,2.79,porites astreoides,born,t
juvenile,dead,25.65,0,porites astreoides,dead,t
juvenile,dead,2.79,0,porites astreoides,dead,t
juvenile,dead,7.37,0,porites astreoides,dead,t
juvenile,dead,20.92,0,porites astreoides,dead,t
juvenile,dead,13.85,0,porites astreoides,dead,t
intermediate,intermediate,72.07,80.47,porites astreoides,grow,t
juvenile,juvenile,7.64,8.82,porites astreoides,grow,t
juvenile,juvenile,6.23,12.46,porites astreoides,grow,t
juvenile,juvenile,7.14,8.58,porites astreoides,grow,t
juvenile,juvenile,4.87,8.01,porites astreoides,grow,t
juvenile,juvenile,26.31,29.03,porites astreoides,grow,t
juvenile,juvenile,5.26,7.62,porites astreoides,grow,t
juvenile,juvenile,14.28,18.04,porites astreoides,grow,t
juvenile,juvenile,2.45,11.17,porites astreoides,grow,t
juvenile,juvenile,8.4,9.44,porites astreoides,grow,t
juvenile,juvenile,33.08,35.18,porites astreoides,grow,t
intermediate,intermediate,66.08,79.94,porites astreoides,grow,t
juvenile,juvenile,1.6,5.42,porites astreoides,grow,t
juvenile,juvenile,5.29,5.83,porites astreoides,grow,t
juvenile,juvenile,5.49,6.38,porites astreoides,grow,t
juvenile,juvenile,0.85,2.17,porites astreoides,grow,t
juvenile,juvenile,0.71,1.24,porites astreoides,grow,t
juvenile,juvenile,4.25,11.17,porites astreoides,grow,t
juvenile,juvenile,22.38,23.7,porites astreoides,grow,t
juvenile,juvenile,15.7,19.54,porites astreoides,grow,t
juvenile,juvenile,22.3,31.94,porites astreoides,grow,t
juvenile,juvenile,7.4,8.89,porites astreoides,grow,t
juvenile,juvenile,15.2,16.63,porites astreoides,grow,t
juvenile,juvenile,2.16,3.87,porites astreoides,grow,t
juvenile,juvenile,2.89,4.84,porites astreoides,grow,t
juvenile,juvenile,4.48,5.42,porites astreoides,grow,t
juvenile,juvenile,36.63,43.23,porites astreoides,grow,t
juvenile,juvenile,3.11,4.04,porites astreoides,grow,t
juvenile,juvenile,7.05,8.36,porites astreoides,grow,t
juvenile,juvenile,2.99,6.57,porites astreoides,grow,t
juvenile,juvenile,13.77,15.54,porites astreoides,grow,t
juvenile,juvenile,17.93,47.97,porites astreoides,grow,t
juvenile,juvenile,4.7,7.92,porites astreoides,grow,t
juvenile,juvenile,5.81,8.14,porites astreoides,grow,t
adult,adult,140.76,148.95,dlab,grow,t
juvenile,juvenile,16.19,17.02,porites astreoides,grow,t
juvenile,juvenile,29.99,34.33,porites astreoides,grow,t
juvenile,juvenile,8.03,9.24,porites astreoides,grow,t
juvenile,juvenile,9.04,11.55,porites astreoides,grow,t
juvenile,juvenile,2.79,3.83,porites astreoides,grow,t
juvenile,juvenile,5.39,10.24,porites astreoides,grow,t
juvenile,juvenile,8.62,12.22,porites astreoides,grow,t
juvenile,juvenile,23.68,26.94,porites astreoides,grow,t
juvenile,juvenile,9.4,10.31,porites astreoides,grow,t
juvenile,juvenile,4.2,5.09,porites astreoides,grow,t
juvenile,intermediate,42.6,52.52,porites astreoides,grow,t
juvenile,juvenile,6.32,8.92,porites astreoides,grow,t
juvenile,juvenile,1.12,1.37,porites astreoides,grow,t
juvenile,juvenile,5.92,8.71,porites astreoides,grow,t
juvenile,juvenile,43.76,47.63,porites astreoides,grow,t
juvenile,juvenile,25.98,35.32,porites astreoides,grow,t
juvenile,juvenile,10.32,15.89,porites astreoides,grow,t
juvenile,juvenile,37.36,39.24,porites astreoides,grow,t
juvenile,juvenile,10.76,17.96,porites astreoides,grow,t
juvenile,juvenile,9.06,13.63,porites astreoides,grow,t
juvenile,juvenile,6.36,9.46,porites astreoides,grow,t
juvenile,juvenile,4.93,7.85,porites astreoides,grow,t
juvenile,juvenile,12.42,15.28,porites astreoides,grow,t
juvenile,juvenile,6.37,7.42,porites astreoides,grow,t
juvenile,juvenile,35.43,37.99,porites astreoides,grow,t
juvenile,juvenile,4.79,6.68,porites astreoides,grow,t
juvenile,intermediate,49.26,52.75,porites astreoides,grow,t
juvenile,juvenile,25.55,27.12,porites astreoides,grow,t
juvenile,juvenile,5.45,7.78,porites astreoides,grow,t
juvenile,juvenile,17.08,25.73,porites astreoides,grow,t
juvenile,juvenile,5.51,6.18,porites astreoides,grow,t
juvenile,juvenile,3.92,4.71,porites astreoides,grow,t
juvenile,juvenile,2.02,4.18,porites astreoides,grow,t
juvenile,juvenile,33.84,39.5,porites astreoides,grow,t
intermediate,intermediate,52.46,58.65,porites astreoides,grow,t
juvenile,juvenile,11.91,13.58,porites astreoides,grow,t
juvenile,juvenile,31.35,35.06,porites astreoides,grow,t
juvenile,juvenile,11.99,23.94,porites astreoides,grow,t
juvenile,intermediate,45.72,64,porites astreoides,grow,t
juvenile,juvenile,20.73,27.08,porites astreoides,grow,t
juvenile,juvenile,20.64,22.47,porites astreoides,grow,t
juvenile,juvenile,21.24,29.15,porites astreoides,grow,t
juvenile,juvenile,5.72,7.04,porites astreoides,grow,t
juvenile,juvenile,9.82,12.51,porites astreoides,grow,t
juvenile,juvenile,4.83,5.47,porites astreoides,grow,t
juvenile,juvenile,6.62,7.25,porites astreoides,grow,t
juvenile,juvenile,7.94,8.65,porites astreoides,grow,t
juvenile,juvenile,2.12,3.02,porites astreoides,grow,t
juvenile,juvenile,10.08,12.44,porites astreoides,grow,t
juvenile,juvenile,9.36,10.26,porites astreoides,grow,t
juvenile,juvenile,4.74,5.82,porites astreoides,grow,t
juvenile,juvenile,2.4,2.9,porites astreoides,grow,t
juvenile,juvenile,2.37,2.75,porites astreoides,grow,t
juvenile,juvenile,7.54,11.7,porites astreoides,grow,t
juvenile,juvenile,6.51,7.46,porites astreoides,grow,t
juvenile,juvenile,12.95,16.61,porites astreoides,grow,t
intermediate,intermediate,53.82,64.96,porites astreoides,grow,t
juvenile,juvenile,6.73,7.47,porites astreoides,grow,t
juvenile,juvenile,7.97,11.49,porites astreoides,grow,t
juvenile,juvenile,6.03,6.9,porites astreoides,grow,t
juvenile,juvenile,14.57,17.43,porites astreoides,grow,t
juvenile,juvenile,37.64,43.7,porites astreoides,grow,t
juvenile,intermediate,41.96,52.2,porites astreoides,grow,t
adult,adult,177.37,196.87,dlab,grow,t
juvenile,juvenile,15.11,19.48,porites astreoides,grow,t
juvenile,juvenile,3.94,4.2,porites astreoides,grow,t
juvenile,juvenile,20.37,22.87,porites astreoides,grow,t
juvenile,juvenile,6.74,11.1,porites astreoides,grow,t
juvenile,juvenile,2.96,3.99,porites astreoides,grow,t
juvenile,juvenile,3.49,7.63,porites astreoides,grow,t
juvenile,juvenile,8.99,10.14,porites astreoides,grow,t
juvenile,juvenile,5.8,9.06,porites astreoides,grow,t
juvenile,juvenile,14.15,15.12,porites astreoides,grow,t
juvenile,juvenile,5.38,8.44,porites astreoides,grow,t
juvenile,juvenile,7.43,10.54,porites astreoides,grow,t
juvenile,juvenile,10.5,16.1,porites astreoides,grow,t
juvenile,juvenile,4.09,6.84,porites astreoides,grow,t
juvenile,juvenile,0.9,2.12,porites astreoides,grow,t
juvenile,juvenile,6.26,7.87,porites astreoides,grow,t
juvenile,juvenile,6.45,8.3,porites astreoides,grow,t
juvenile,juvenile,2.19,2.48,empty,grow,t
juvenile,juvenile,21.24,24.68,porites astreoides,grow,t
juvenile,juvenile,1.58,2.44,porites astreoides,grow,t
juvenile,juvenile,6.64,10.78,porites astreoides,grow,t
juvenile,juvenile,2.89,6.7,porites astreoides,grow,t
juvenile,juvenile,6.34,10.3,porites astreoides,grow,t
juvenile,juvenile,9.28,4.09,porites astreoides,n/s,t
juvenile,juvenile,9.28,4.58,porites astreoides,n/s,t
juvenile,juvenile,42.7,44.09,porites astreoides,same,t
adult,adult,137.97,141.66,dlab,same,t
intermediate,intermediate,57.07,56.06,porites astreoides,same,t
juvenile,juvenile,24.98,25.07,porites astreoides,same,t
juvenile,juvenile,35.58,35.82,porites astreoides,same,t
juvenile,juvenile,34.96,35.38,porites astreoides,same,t
juvenile,juvenile,40.51,41.56,porites astreoides,same,t
juvenile,juvenile,7.56,7.73,porites astreoides,same,t
juvenile,juvenile,5.98,5.78,porites astreoides,same,t
juvenile,juvenile,24.18,23.79,porites astreoides,same,t
juvenile,juvenile,34.74,35.16,porites astreoides,same,t
adult,adult,107.02,110.56,porites astreoides,same,t
juvenile,juvenile,31.76,32.89,porites astreoides,same,t
juvenile,juvenile,7.09,7.33,porites astreoides,same,t
juvenile,juvenile,30.96,29.78,porites astreoides,same,t
juvenile,juvenile,4.93,4.93,porites astreoides,same,t
juvenile,juvenile,10.39,10.64,porites astreoides,same,t
intermediate,intermediate,80.65,81.71,porites astreoides,same,t
juvenile,juvenile,4.11,4.26,porites astreoides,same,t
juvenile,juvenile,40.75,42.32,porites astreoides,same,t
juvenile,juvenile,2.22,2.3,porites astreoides,same,t
juvenile,juvenile,48.97,47.19,porites astreoides,same,t
juvenile,juvenile,3.92,3.99,porites astreoides,same,t
juvenile,juvenile,14.58,15.06,porites astreoides,same,t
intermediate,intermediate,58.94,60.9,porites astreoides,same,t
juvenile,juvenile,20.08,20.57,porites astreoides,same,t
juvenile,juvenile,2.55,2.59,porites astreoides,same,t
juvenile,juvenile,25.02,24.77,porites astreoides,same,t
juvenile,juvenile,4.91,4.94,porites astreoides,same,t
juvenile,juvenile,17.43,17.37,porites astreoides,same,t
juvenile,juvenile,15.61,15.17,porites astreoides,same,t
juvenile,juvenile,5.49,5.54,porites astreoides,same,t
juvenile,juvenile,10.69,10.82,porites astreoides,same,t
juvenile,juvenile,9.44,9.34,porites astreoides,same,t
intermediate,intermediate,78.75,81.75,porites astreoides,same,t
juvenile,juvenile,15.53,15.4,porites astreoides,same,t
juvenile,juvenile,26.98,28,porites astreoides,same,t
juvenile,juvenile,25.28,26,porites astreoides,same,t
juvenile,juvenile,24.52,23.67,porites astreoides,same,t
juvenile,juvenile,31.66,30.69,porites astreoides,same,t
juvenile,juvenile,2.13,2.06,porites astreoides,same,t
intermediate,intermediate,61.73,63.28,porites astreoides,same,t
juvenile,juvenile,6.44,6.31,porites astreoides,same,t
juvenile,juvenile,6.47,6.31,porites astreoides,same,t
juvenile,juvenile,6.16,6.4,porites astreoides,same,t
juvenile,juvenile,48.13,46.14,porites astreoides,same,t
juvenile,juvenile,23.79,24.63,porites astreoides,same,t
intermediate,intermediate,67.55,68.49,porites astreoides,same,t
juvenile,juvenile,15.61,15.42,porites astreoides,same,t
juvenile,juvenile,13.14,3.09,porites astreoides,shrink,t
juvenile,juvenile,37.96,17.04,porites astreoides,shrink,t
