stage,fate,area1,area2,class,action,location
juvenile,juvenile,34.69,38.64,porites astreoides,grow,m
juvenile,juvenile,19.9,21.42,porites astreoides,grow,m
juvenile,juvenile,11.38,15.1,porites astreoides,grow,m
juvenile,juvenile,19.59,22.53,porites astreoides,grow,m
juvenile,juvenile,14.83,19.57,porites astreoides,grow,m
juvenile,juvenile,21.74,25.1,porites astreoides,grow,m
juvenile,juvenile,12.78,14.51,porites astreoides,grow,m
juvenile,juvenile,31.48,33.96,porites astreoides,grow,m
juvenile,juvenile,28.86,47.41,porites astreoides,grow,m
intermediate,intermediate,76.3,81.47,dlab,grow,m
intermediate,intermediate,53.79,69.29,porites astreoides,grow,m
juvenile,juvenile,12.97,28.07,porites astreoides,grow,m
juvenile,juvenile,20.33,22.14,porites astreoides,grow,m
juvenile,juvenile,2.5,4.61,porites astreoides,grow,m
juvenile,juvenile,34.79,46.02,porites astreoides,grow,m
juvenile,juvenile,15.06,31.51,porites astreoides,grow,m
juvenile,juvenile,4.64,5.04,porites astreoides,grow,m
juvenile,juvenile,12.45,17.58,porites astreoides,grow,m
juvenile,juvenile,15.77,33.06,porites astreoides,grow,m
juvenile,juvenile,32.15,35.93,porites astreoides,grow,m
juvenile,juvenile,5.02,9.98,porites astreoides,grow,m
juvenile,intermediate,48.68,58.88,porites astreoides,grow,m
intermediate,adult,94.56,126.52,porites astreoides,grow,m
intermediate,adult,87.04,100.32,porites astreoides,grow,m
juvenile,juvenile,7.02,19.58,porites astreoides,grow,m
intermediate,intermediate,75.15,84.7,porites astreoides,grow,m
intermediate,intermediate,54.83,75.87,porites astreoides,grow,m
juvenile,juvenile,22.87,35.28,porites astreoides,grow,m
juvenile,juvenile,9.14,11.21,porites astreoides,grow,m
juvenile,juvenile,10.58,18.98,porites astreoides,grow,m
juvenile,juvenile,11.71,29.43,porites astreoides,grow,m
juvenile,juvenile,3.71,9.45,porites astreoides,grow,m
juvenile,juvenile,5.41,12.45,porites astreoides,grow,m
juvenile,juvenile,5.69,7.18,porites astreoides,grow,m
juvenile,juvenile,16.37,21.26,porites astreoides,grow,m
juvenile,juvenile,14.42,21.77,porites astreoides,grow,m
juvenile,juvenile,13.9,35.37,porites astreoides,grow,m
adult,adult,229.18,267.64,porites astreoides,grow,m
juvenile,juvenile,13.56,20.51,porites astreoides,grow,m
juvenile,juvenile,15.43,21.21,porites astreoides,grow,m
juvenile,juvenile,14.88,16.37,porites astreoides,grow,m
juvenile,juvenile,17.09,23.04,porites astreoides,grow,m
juvenile,juvenile,21.92,25.14,porites astreoides,grow,m
juvenile,juvenile,8.02,17.03,porites astreoides,grow,m
juvenile,intermediate,37.08,76.25,porites astreoides,grow,m
juvenile,intermediate,26.24,52.58,porites astreoides,grow,m
juvenile,juvenile,11.93,23.66,porites astreoides,grow,m
juvenile,juvenile,39.43,2.97,porites astreoides,n/s,m
juvenile,juvenile,39.43,18.99,porites astreoides,n/s,m
juvenile,juvenile,37.99,18.98,porites astreoides,n/s,m
juvenile,juvenile,37.99,11.95,porites astreoides,n/s,m
intermediate,intermediate,77.98,57.82,porites astreoides,n/s,m
intermediate,juvenile,77.98,16.58,porites astreoides,n/s,m
juvenile,juvenile,28.07,26.84,porites astreoides,same,m
adult,adult,237.74,229.74,porites astreoides,same,m
intermediate,intermediate,91.41,92.1,porites astreoides,same,m
intermediate,intermediate,75.18,77.75,porites astreoides,same,m
adult,adult,407.3,395.66,porites astreoides,same,m
intermediate,intermediate,72.05,70.97,porites astreoides,same,m
intermediate,intermediate,70.43,67.79,porites astreoides,same,m
juvenile,juvenile,32.6,33.3,porites astreoides,same,m
intermediate,intermediate,60.6,63.17,porites astreoides,same,m
juvenile,juvenile,45.86,44.06,porites astreoides,same,m
juvenile,juvenile,37.53,35.83,porites astreoides,same,m
juvenile,juvenile,16.83,12.19,porites astreoides,shrink,m
juvenile,juvenile,12.91,8.62,porites astreoides,shrink,m
juvenile,juvenile,9.85,8.83,porites astreoides,shrink,m
juvenile,juvenile,19.26,15.99,porites astreoides,shrink,m
adult,adult,107.15,100.19,porites astreoides,shrink,m
adult,adult,174.5,135.84,porites astreoides,shrink,m
adult,adult,167.4,134.7,porites astreoides,shrink,m
juvenile,juvenile,40.04,18.77,porites astreoides,shrink,m
juvenile,juvenile,28.89,26.55,porites astreoides,shrink,m
intermediate,juvenile,70.26,49.3,porites astreoides,shrink,m
juvenile,juvenile,6.77,4.57,porites astreoides,shrink,m
intermediate,intermediate,60,52.74,porites astreoides,shrink,m
juvenile,juvenile,37.43,34.3,porites astreoides,shrink,m
juvenile,juvenile,28.1,9.75,porites astreoides,shrink,m
intermediate,intermediate,85.06,77.12,porites astreoides,shrink,m
juvenile,juvenile,28.34,15.82,porites astreoides,shrink,m
intermediate,juvenile,50.18,32.89,porites astreoides,shrink,m
intermediate,juvenile,64.48,43.53,porites astreoides,shrink,m
intermediate,intermediate,81.53,65.67,porites astreoides,shrink,m
juvenile,juvenile,34.47,26.12,porites astreoides,shrink,m
adult,adult,211.31,159.55,porites astreoides,shrink,m
intermediate,intermediate,71.5,63.28,porites astreoides,shrink,m
intermediate,intermediate,89.12,75.26,porites astreoides,shrink,m
adult,intermediate,105.2,96.96,porites astreoides,shrink,m
adult,intermediate,111.89,95.02,porites astreoides,shrink,m
juvenile,juvenile,30.7,23.47,porites astreoides,shrink,m
NA,juvenile,0,0.71,porites astreoides,born,m
NA,juvenile,0,2.48,porites astreoides,born,m
NA,juvenile,0,0.95,porites astreoides,born,m
NA,juvenile,0,1.14,porites astreoides,born,m
NA,juvenile,0,2.88,porites astreoides,born,m
NA,juvenile,0,0.92,porites astreoides,born,m
NA,juvenile,0,3.18,porites astreoides,born,m
NA,juvenile,0,3.44,porites astreoides,born,m
NA,juvenile,0,2.39,porites astreoides,born,m
NA,juvenile,0,2.26,porites astreoides,born,m
NA,juvenile,0,1.12,porites astreoides,born,m
NA,juvenile,0,0.4,porites astreoides,born,m
NA,juvenile,0,3.61,porites astreoides,born,m
NA,juvenile,0,2.86,porites astreoides,born,m
NA,juvenile,0,2.6,porites astreoides,born,m
NA,juvenile,0,1.41,porites astreoides,born,m
NA,juvenile,0,1.22,porites astreoides,born,m
NA,juvenile,0,2.05,porites astreoides,born,m
NA,juvenile,0,1.33,porites astreoides,born,m
NA,juvenile,0,2.54,porites astreoides,born,m
NA,juvenile,0,1.61,porites astreoides,born,m
NA,juvenile,0,0.71,porites astreoides,born,m
juvenile,dead,25,0,porites astreoides,dead,m
juvenile,juvenile,0.91,2.33,porites astreoides,grow,m
juvenile,juvenile,6.46,7.73,porites astreoides,grow,m
intermediate,intermediate,56.43,64.63,dlab,grow,m
juvenile,juvenile,2.08,2.66,porites astreoides,grow,m
juvenile,juvenile,30.43,38.48,porites astreoides,grow,m
juvenile,juvenile,1.2,2.56,porites astreoides,grow,m
juvenile,juvenile,0.85,1.38,porites astreoides,grow,m
juvenile,juvenile,17.37,21.3,porites astreoides,grow,m
juvenile,juvenile,0.97,2.92,porites astreoides,grow,m
juvenile,juvenile,0.44,0.71,porites astreoides,grow,m
juvenile,juvenile,0.4,0.75,porites astreoides,grow,m
juvenile,juvenile,1.26,4.09,porites astreoides,grow,m
juvenile,juvenile,3.33,11.17,porites astreoides,grow,m
juvenile,juvenile,1.06,1.4,porites astreoides,grow,m
juvenile,juvenile,6.76,17.18,porites astreoides,grow,m
juvenile,juvenile,1.27,2.47,porites astreoides,grow,m
adult,adult,144.03,157.6,porites astreoides,grow,m
juvenile,juvenile,0.7,3.88,porites astreoides,grow,m
juvenile,juvenile,3.22,5.49,porites astreoides,grow,m
juvenile,juvenile,10.41,12.71,porites astreoides,grow,m
intermediate,intermediate,52.17,56.99,porites astreoides,grow,m
juvenile,juvenile,0.97,8.04,porites astreoides,grow,m
juvenile,juvenile,0.86,3.12,porites astreoides,grow,m
juvenile,juvenile,9.51,11.48,porites astreoides,grow,m
juvenile,juvenile,1.09,1.66,porites astreoides,grow,m
juvenile,juvenile,5.23,8.51,porites astreoides,grow,m
juvenile,juvenile,1.61,2.58,porites astreoides,grow,m
juvenile,juvenile,2.93,4.01,porites astreoides,grow,m
juvenile,juvenile,1.24,5.49,porites astreoides,grow,m
adult,adult,147.81,169.74,porites astreoides,grow,m
juvenile,juvenile,5.38,6.83,porites astreoides,grow,m
juvenile,juvenile,11.06,18.21,porites astreoides,grow,m
juvenile,juvenile,5.56,15.39,porites astreoides,grow,m
juvenile,juvenile,1.93,3.01,porites astreoides,grow,m
juvenile,juvenile,1.39,2.75,porites astreoides,grow,m
intermediate,intermediate,72.41,93.62,porites astreoides,grow,m
juvenile,juvenile,4.11,9.68,porites astreoides,grow,m
adult,adult,219.72,235.16,dlab,grow,m
adult,adult,114.01,130.49,porites astreoides,grow,m
intermediate,intermediate,50.03,65.06,porites astreoides,grow,m
juvenile,juvenile,14.76,20.35,porites astreoides,grow,m
juvenile,juvenile,1.05,2.66,porites astreoides,grow,m
intermediate,intermediate,68.61,77.66,porites astreoides,grow,m
intermediate,intermediate,73.72,89.5,porites astreoides,grow,m
juvenile,juvenile,3.65,7.21,porites astreoides,grow,m
juvenile,intermediate,42.71,57.87,porites astreoides,grow,m
juvenile,juvenile,14.85,24.74,porites astreoides,grow,m
juvenile,juvenile,4.09,4.59,porites astreoides,grow,m
juvenile,juvenile,18.76,27.36,porites astreoides,grow,m
juvenile,juvenile,0.28,2.12,porites astreoides,n/s,m
juvenile,juvenile,0.46,2.12,porites astreoides,n/s,m
juvenile,juvenile,20.52,21.36,porites astreoides,same,m
juvenile,juvenile,14.23,14.44,porites astreoides,same,m
juvenile,juvenile,10,9.61,porites astreoides,same,m
juvenile,juvenile,39.04,38.09,porites astreoides,same,m
adult,adult,221.62,229.22,dlab,same,m
intermediate,intermediate,74.86,73.92,porites astreoides,same,m
adult,adult,106,107.67,porites astreoides,same,m
juvenile,juvenile,28.14,28.48,porites astreoides,same,m
juvenile,juvenile,5.07,4.86,porites astreoides,same,m
intermediate,intermediate,73.87,69.13,porites astreoides,shrink,m
juvenile,juvenile,32.73,28.31,porites astreoides,shrink,m
juvenile,juvenile,6.61,5.83,porites astreoides,shrink,m
juvenile,juvenile,20.82,10.35,porites astreoides,shrink,m
juvenile,juvenile,49.67,33.94,dlab,shrink,m
adult,intermediate,102.47,64.44,porites astreoides,shrink,m
juvenile,juvenile,23.86,22.48,porites astreoides,shrink,m
juvenile,juvenile,36.54,31.7,porites astreoides,shrink,m
juvenile,juvenile,3.08,1.81,porites astreoides,shrink,m
juvenile,juvenile,10.41,4.94,porites astreoides,shrink,m
juvenile,juvenile,2.78,1.45,porites astreoides,shrink,m
juvenile,juvenile,10.69,4.36,porites astreoides,shrink,m
juvenile,juvenile,12.67,10.42,porites astreoides,shrink,m
juvenile,juvenile,9.88,8.77,porites astreoides,shrink,m
NA,juvenile,0,3.12,porites astreoides,born,m
NA,juvenile,0,3.66,porites astreoides,born,m
NA,juvenile,0,3.79,porites astreoides,born,m
NA,juvenile,0,2.2,porites astreoides,born,m
NA,juvenile,0,2.18,porites astreoides,born,m
NA,juvenile,0,3.3,porites astreoides,born,m
NA,juvenile,0,3.17,porites astreoides,born,m
NA,juvenile,0,1.41,porites astreoides,born,m
NA,juvenile,0,2.19,porites astreoides,born,m
NA,juvenile,0,2.01,porites astreoides,born,m
NA,juvenile,0,3.15,porites astreoides,born,m
NA,juvenile,0,2.19,porites astreoides,born,m
NA,juvenile,0,0.71,porites astreoides,born,m
NA,juvenile,0,2.28,porites astreoides,born,m
NA,juvenile,0,2.84,porites astreoides,born,m
NA,juvenile,0,1.3,porites astreoides,born,m
NA,juvenile,0,3.48,porites astreoides,born,m
NA,juvenile,0,1.41,porites astreoides,born,m
NA,juvenile,0,0.82,porites astreoides,born,m
NA,juvenile,0,2.75,porites astreoides,born,m
juvenile,dead,4.68,0,porites astreoides,dead,m
juvenile,dead,3.27,0,porites astreoides,dead,m
juvenile,dead,3.3,0,porites astreoides,dead,m
juvenile,dead,6.1,0,porites astreoides,dead,m
juvenile,dead,2.98,0,porites astreoides,dead,m
juvenile,dead,2.6,0,porites astreoides,dead,m
juvenile,dead,3.07,0,porites astreoides,dead,m
juvenile,dead,8.37,0,porites astreoides,dead,m
juvenile,dead,3.77,0,porites astreoides,dead,m
juvenile,dead,3.19,0,porites astreoides,dead,m
juvenile,juvenile,3.13,7.31,porites astreoides,grow,m
juvenile,juvenile,2.16,4.07,porites astreoides,grow,m
juvenile,juvenile,4.78,12.32,porites astreoides,grow,m
juvenile,juvenile,0.76,2.58,porites astreoides,grow,m
juvenile,juvenile,25.38,27.88,porites astreoides,grow,m
juvenile,juvenile,3.34,6.78,porites astreoides,grow,m
juvenile,juvenile,6.07,6.42,porites astreoides,grow,m
juvenile,juvenile,32.18,42.53,porites astreoides,grow,m
juvenile,intermediate,38.04,53.3,porites astreoides,grow,m
intermediate,intermediate,65.01,78.03,porites astreoides,grow,m
intermediate,intermediate,66.82,72.79,dlab,grow,m
intermediate,intermediate,84.04,89.49,porites astreoides,grow,m
juvenile,juvenile,7.09,14.24,porites astreoides,grow,m
juvenile,juvenile,2.68,5.07,porites astreoides,grow,m
juvenile,juvenile,1.25,2.76,porites astreoides,grow,m
juvenile,juvenile,1.82,3.61,porites astreoides,grow,m
juvenile,juvenile,1.34,3.61,porites astreoides,grow,m
juvenile,juvenile,2.92,3.32,porites astreoides,grow,m
juvenile,juvenile,2.11,3.06,porites astreoides,grow,m
juvenile,juvenile,6.03,7.4,porites astreoides,grow,m
juvenile,juvenile,17.99,19.51,porites astreoides,grow,m
juvenile,juvenile,1.61,8.08,porites astreoides,grow,m
juvenile,juvenile,5.69,7.88,porites astreoides,grow,m
juvenile,juvenile,47.06,49.49,porites astreoides,grow,m
juvenile,juvenile,3.35,9.32,porites astreoides,grow,m
intermediate,intermediate,53.44,62.12,porites astreoides,grow,m
intermediate,intermediate,71.52,76.11,porites astreoides,grow,m
juvenile,juvenile,8.06,10.86,porites astreoides,grow,m
juvenile,juvenile,12.05,13.23,porites astreoides,grow,m
juvenile,juvenile,2.76,5.65,porites astreoides,grow,m
juvenile,juvenile,6.96,11.52,porites astreoides,grow,m
juvenile,juvenile,9.78,16.57,porites astreoides,grow,m
juvenile,juvenile,6.85,8.99,porites astreoides,grow,m
juvenile,juvenile,0.97,3.51,porites astreoides,grow,m
juvenile,juvenile,1.53,2.32,porites astreoides,grow,m
juvenile,juvenile,5.34,11.87,porites astreoides,grow,m
adult,adult,286.28,144.75,porites astreoides,n/s,m
adult,juvenile,286.28,11.66,porites astreoides,n/s,m
adult,adult,107.42,107.55,porites astreoides,same,m
juvenile,juvenile,27.02,27.51,porites astreoides,same,m
adult,adult,199.16,200.71,porites astreoides,same,m
juvenile,juvenile,14.86,7.88,porites astreoides,shrink,m
juvenile,juvenile,7.91,5.92,porites astreoides,shrink,m
juvenile,juvenile,40.91,23.51,porites astreoides,shrink,m
juvenile,juvenile,6.72,6.11,porites astreoides,shrink,m
juvenile,juvenile,48.16,37.43,porites astreoides,shrink,m
juvenile,juvenile,2.26,1.41,porites astreoides,shrink,m
intermediate,intermediate,99.86,82.5,dlab,shrink,m
NA,juvenile,0,2.03,porites astreoides,born,m
NA,juvenile,0,3.33,porites astreoides,born,m
NA,juvenile,0,3.16,porites astreoides,born,m
NA,juvenile,0,1.9,porites astreoides,born,m
NA,juvenile,0,1.43,porites astreoides,born,m
NA,juvenile,0,2.87,porites astreoides,born,m
NA,juvenile,0,1.1,porites astreoides,born,m
NA,juvenile,0,0.94,porites astreoides,born,m
NA,juvenile,0,1.58,porites astreoides,born,m
juvenile,dead,11.27,0,porites astreoides,dead,m
juvenile,dead,5.95,0,porites astreoides,dead,m
juvenile,juvenile,3.56,3.85,porites astreoides,grow,m
juvenile,juvenile,1.75,6.58,porites astreoides,grow,m
juvenile,juvenile,0.99,1.83,porites astreoides,grow,m
juvenile,juvenile,4.2,17.64,porites astreoides,grow,m
juvenile,juvenile,0.92,1.63,porites astreoides,grow,m
juvenile,juvenile,7.14,12.03,porites astreoides,grow,m
adult,adult,154.03,173.46,porites astreoides,grow,m
juvenile,juvenile,12.77,19.81,porites astreoides,grow,m
juvenile,juvenile,28.57,30.46,porites astreoides,grow,m
juvenile,juvenile,9.56,13.45,porites astreoides,grow,m
intermediate,intermediate,51.17,70.35,porites astreoides,grow,m
juvenile,juvenile,33.72,49.55,porites astreoides,grow,m
juvenile,juvenile,4.83,6.37,porites astreoides,grow,m
juvenile,juvenile,5.88,8.66,porites astreoides,grow,m
juvenile,juvenile,10.31,16.1,porites astreoides,grow,m
juvenile,intermediate,39.71,52.12,porites astreoides,grow,m
juvenile,juvenile,11.16,18.16,porites astreoides,grow,m
juvenile,juvenile,9.1,15.37,porites astreoides,grow,m
juvenile,juvenile,40.24,49.66,porites astreoides,grow,m
juvenile,juvenile,8.97,11.47,porites astreoides,grow,m
juvenile,juvenile,24.21,26.09,porites astreoides,grow,m
juvenile,intermediate,47.14,50.77,porites astreoides,grow,m
juvenile,juvenile,5.05,6.43,porites astreoides,grow,m
juvenile,juvenile,15,16.05,porites astreoides,grow,m
juvenile,juvenile,19.72,24.77,porites astreoides,grow,m
juvenile,juvenile,14.12,17.68,porites astreoides,grow,m
adult,adult,170.99,170.15,porites astreoides,same,m
intermediate,intermediate,89.29,86.79,porites astreoides,same,m
juvenile,juvenile,37.66,38.37,porites astreoides,same,m
juvenile,juvenile,9.63,9.43,porites astreoides,same,m
juvenile,juvenile,16.68,15.91,porites astreoides,same,m
intermediate,intermediate,92,79.46,dlab,shrink,m
juvenile,juvenile,18.62,9.59,porites astreoides,shrink,m
intermediate,intermediate,95.8,91.14,porites astreoides,shrink,m
juvenile,juvenile,21.38,14.82,porites astreoides,shrink,m
intermediate,intermediate,80.51,69.84,porites astreoides,shrink,m
juvenile,juvenile,30.33,3.51,porites astreoides,shrink,m
juvenile,juvenile,30.33,2.41,porites astreoides,shrink,m
juvenile,juvenile,18.84,15.47,porites astreoides,shrink,m
intermediate,juvenile,57.62,42.16,porites astreoides,shrink,m
juvenile,juvenile,19.76,10.56,porites astreoides,shrink,m
adult,intermediate,102.73,72.58,porites astreoides,shrink,m
intermediate,intermediate,66.89,57.25,porites astreoides,shrink,m
NA,juvenile,0,3.47,porites astreoides,born,m
NA,juvenile,0,1.64,porites astreoides,born,m
NA,juvenile,0,2.03,porites astreoides,born,m
NA,juvenile,0,2.19,porites astreoides,born,m
NA,juvenile,0,1.52,porites astreoides,born,m
NA,juvenile,0,2.73,porites astreoides,born,m
NA,juvenile,0,0.96,porites astreoides,born,m
NA,juvenile,0,1.7,porites astreoides,born,m
NA,juvenile,0,3.18,porites astreoides,born,m
NA,juvenile,0,2.81,porites astreoides,born,m
NA,juvenile,0,2.4,porites astreoides,born,m
NA,juvenile,0,2.44,porites astreoides,born,m
NA,juvenile,0,2.29,porites astreoides,born,m
NA,juvenile,0,3.75,porites astreoides,born,m
NA,juvenile,0,2.72,porites astreoides,born,m
NA,juvenile,0,2.4,porites astreoides,born,m
juvenile,dead,21.27,0,porites astreoides,dead,m
juvenile,dead,6.53,0,porites astreoides,dead,m
juvenile,dead,4.77,0,porites astreoides,dead,m
juvenile,dead,12.9,0,porites astreoides,dead,m
juvenile,dead,11.38,0,porites astreoides,dead,m
juvenile,dead,11.03,0,porites astreoides,dead,m
juvenile,dead,4.52,0,porites astreoides,dead,m
juvenile,dead,6.63,0,porites astreoides,dead,m
juvenile,dead,3.04,0,porites astreoides,dead,m
juvenile,dead,3.2,0,porites astreoides,dead,m
juvenile,dead,6.57,0,porites astreoides,dead,m
juvenile,dead,7.52,0,porites astreoides,dead,m
juvenile,dead,5.5,0,porites astreoides,dead,m
juvenile,juvenile,8.75,11.22,porites astreoides,grow,m
juvenile,juvenile,2.18,5.94,porites astreoides,grow,m
juvenile,juvenile,12.47,18.76,porites astreoides,grow,m
