location,site,plot,scale,resolution,ca,clumpy,enn_mn,gyrate_mn,lpi,np,period
M,43,68,1073.851,0.0018624557783156134,0.10877973426104298,0.9726182096705777,1.1426833196189667,0.026455943111721024,0.009814421602176339,24,after 12mo
M,45,85,1068.353,0.0018720404210967722,0.004892331332155387,0.9924138054935209,0.06927280096130367,0.0033240528444466975,2.9528061224489797,8,baseline
M,45,85,1102.225,0.0018145115561704736,0.005218536717149767,0.9757247703969789,2.7355027411102495,0.01099931753229929,0.007240333319257351,4,dieoff
M,45,85,1010.445,0.0019793259405509454,0.044192007698419335,0.9789553881256494,2.7203496850899462,0.03105305445246486,0.01341345867691271,7,after 6mo
M,45,85,1189.5757,0.0016812717341149453,0.12730211926420604,0.9702610842245124,0.8856514609306343,0.022849040534997426,0.007962759709336749,37,after 12mo
M,45,87,1084.447,0.0018442579489822925,0.006761759316180132,0.9755484553400485,1.4140745077871502,0.005923120433207625,0.01861371947956436,10,baseline
M,45,87,1091.146,0.0018329352808881673,0.056754596910118,0.9703376104180984,1.0115707329396295,0.023725385323235208,0.006296041001093034,16,dieoff
M,45,87,1177.875,0.0016979730446779156,0.09142349612095799,0.9746579542360259,1.1634080609357973,0.028213811196121975,0.008968678179800434,19,after 6mo
M,45,87,1127.0661,0.0017745188148237268,0.719200052650825,0.9663846343547847,0.3180497962083698,0.024392239140923887,0.009603905069211936,191,after 12mo
M,45,88,1186.002,0.0016863377970694822,0.014841453830441477,0.9815323121377353,1.229293674559682,0.02298499042144198,0.021063543224703524,4,baseline
M,45,88,1092.2454,0.0018310903392223029,0.16539480110146848,0.9672372892583546,0.79349657218692,0.023582717079201558,0.008322093306549974,46,dieoff
M,45,88,1167.4636,0.0017131155095542164,0.2933649538470554,0.9790645869683301,0.7938869278819616,0.03092761170095664,0.01878161588622532,43,after 6mo
M,45,88,1211.1894,0.0016512694050988227,1.7642342899709338,0.9701409288672523,0.19510986501306168,0.025480338575155335,0.01412543673309513,417,after 12mo
M,48,50,1126.244,0.0017758141219842238,0.507552060308631,0.9806467397517843,0.608656822988605,0.03531563113937873,0.057672373278030466,56,baseline
M,48,50,1073.546,0.0018629849116852002,1.0275392259922171,0.9841368321335016,0.46106739661093665,0.03245516253118972,0.12768691662583104,97,dieoff
M,48,50,1029.004,0.0019436270412943003,0.4145897137444084,0.979146119127443,0.5715580190479688,0.034249877974702456,0.037873120860242956,48,after 6mo
M,48,50,1037.6222,0.0019274838182914745,0.4598927035578975,0.9787223278066576,0.6066820244902914,0.037226210707444,0.028358452794026927,50,after 12mo
M,48,51,1211.487,0.0016508637731977313,0.5943691173457414,0.9787465213513137,0.3915964278924698,0.03222503579681096,0.05248257665070696,83,baseline
M,48,51,1315.25,0.001520623455616803,0.699663680204303,0.9824658373520353,0.4321033689033378,0.03384824774079107,0.04607516706976631,85,dieoff
M,48,51,1222.988,0.0016353390221326783,0.1729491614984289,0.9833299541086851,0.9725421613444184,0.03764441473937521,0.023009135285898995,19,after 6mo
M,48,51,1257.3702,0.0015906214414815939,0.4513833706420063,0.9851508209310919,0.7273190721830339,0.040544596324606344,0.058300053387922386,39,after 12mo
M,48,52,1090.617,0.001833824339800315,1.2163786168804138,0.9774723247874954,0.38685313442450814,0.03475985699005111,0.02179987960509033,149,baseline
M,48,52,1176.1377,0.0017004811596465278,1.1456344442648136,0.9815704048894897,0.35143158488062853,0.033093571586829955,0.11196026377691064,131,dieoff
M,48,52,1094.6876,0.0018270052570249266,0.11795641381659364,0.9766594232430549,1.2694302972559044,0.028516618738750346,0.02072161819917984,20,after 6mo
M,48,52,1205.3696,0.0016592421112993062,0.1282579421931676,0.9797837115713625,1.1200974369719212,0.02716648691429252,0.0225588629567773,23,after 12mo
M,73,77,1749.529,0.0011431648175023105,0.06511651596115883,0.9780668828847293,1.0007366049768496,0.021223953804108256,0.0094509138887239,23,baseline
M,73,77,1071.8476,0.0018659369111802835,0.15298680125283043,0.9737662359517417,0.43655954388583873,0.02661485915315902,0.034045920746409615,30,dieoff
M,73,77,1145.295,0.001746274977189283,0.35539511595976697,0.9770929678047588,0.5918525796226584,0.03133636881620415,0.02035544631673481,54,after 6mo
M,73,77,1162.4907,0.0017204438710778504,0.13336839588140498,0.9787376682142095,1.0700394271760867,0.032335408971995945,0.014048531289910599,20,after 12mo
M,73,79,1488.766,0.0013433944622593477,0.10308315516312393,0.970399665786983,0.6665337852134129,0.017896982034323675,0.0037933836399591104,47,baseline
M,73,79,1301.153,0.001537098250551626,0.030764339505704133,0.984867613042039,0.8034969931715764,0.02475927312894302,0.09338368692808964,6,dieoff
M,73,79,939.149,0.0021295875308390893,0.7646296536268501,0.9778999216902085,0.3682451116235828,0.03803848475530494,0.029019789768900343,74,after 6mo
M,73,79,1004.225,0.0019915855510468272,0.21522153618034182,0.9786848371909741,0.572683662773759,0.03397175665500355,0.03407242877481071,26,after 12mo
M,74,93,1103.857,0.0018118288872562298,0.028083703107335534,0.9651317910918134,1.8926002518144958,0.01887878143960533,0.00334434401621901,12,baseline
M,74,93,935.013,0.0021390076929411676,0.24456639257589843,0.9597591812501005,0.6228754535070672,0.023798326609018556,0.0063518581432777735,70,dieoff
M,74,93,1066.173,0.0018758681752398532,1.0885659644550152,0.9629656899584329,0.22404586320297337,0.022462931802661953,0.015454593643449591,322,after 6mo
M,74,93,995.1128,0.0020098224040530884,0.531062129405357,0.9717464057205817,0.48395545788716665,0.0304252977048878,0.015906007539375856,87,after 12mo
M,74,95,1104.305,0.001811093855411322,1.968036571865221e-5,0.27737632017787656,0.005866774726745913,3.018489759018934e-4,0.576923076923077,4,baseline
M,74,95,1075.9238,0.0018588677004821345,0.06690669968344518,0.9685856074182728,1.1569781126799639,0.023589275578297535,0.009853250346019495,19,dieoff
M,74,95,1103.177,0.0018129457013697713,0.5857981074830839,0.9692130806626872,0.2922219830743233,0.025943319316881708,0.011475860038176532,134,after 6mo
M,74,95,1019.1958,0.001962331477425633,0.3701566972686041,0.9705112212438285,0.528206481712197,0.03143944297220775,0.013396558404036016,63,after 12mo
